,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.5024451714361923,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7868452935884461,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4888542575852486,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4207302360686478,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.47811642890864375,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.395813560675251,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,-0.22408312108167944,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.4242561406845337,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.04295550208861426,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.312172377522981,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.11384570873513637,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
13,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,-0.01870931177853076,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4902797934380587,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.3262666585535892,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,-0.06199888922968463,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
17,31.071428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.3866707201133388,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
18,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.2859972841804228,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5029485386158568,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.12491978668775715,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
21,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.3866707201133388,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
22,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.4867562231804066,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06635974158478332,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,-0.22408312108167944,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,-0.016444159470040135,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5029485386158568,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
27,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.647001076532463,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
28,21.555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.48977642625839407,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4894421904510968,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.09027201697708476,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31,33.11065573770492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.301728820789,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,21.555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.49237782784290063,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.43700743807979686,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
34,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0060617003323709,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
35,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.39858208016340624,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
36,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5028639729296732,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
37,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
38,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.2859972841804228,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.42207354059350805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.4576454924460446,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.22559322262067316,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.4894421904510968,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.18876253192945994,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.48977642625839407,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
46,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.3363340021468808,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
47,38.205882352941174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.49237782784290063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-0.21191774308354583,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.29002422161773944,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.1506737441786005,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
51,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4913710934835715,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
52,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8964967865378598,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.12491978668775715,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5995101505357573,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
55,33.11065573770492,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06635974158478332,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
56,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.43700743807979686,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5028639729296732,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
58,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,-0.08968408411123653,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.2958951755118318,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
60,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.5028639729296732,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
61,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.962353321387736,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0323213593611125,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,-0.08666388103324908,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
64,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.09027201697708476,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
65,4.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-0.3414522396297103,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
66,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43700743807979686,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4841568350646187,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
68,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,-0.4888542575852486,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.47400492578514347,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
70,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.43700743807979686,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
71,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.2958951755118318,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8314778546749452,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
73,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-0.3573908580066095,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
74,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.48910360681684706,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
75,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.494391296561559,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
76,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4894421904510968,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
77,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
78,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.06451572512800753,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
79,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.397241430886295,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
80,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.46720946885967163,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
81,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.45714212526638004,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
82,21.555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.49162277707340374,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.29992211294914856,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
84,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.43700743807979686,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,-0.32928686163157667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
86,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.04370821849987721,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
87,33.11065573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4863374216869257,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
